id,card_name,set_name,set_id,card_image,card_text,card_color,card_type,rarity,card_cost,card_power,attribute,sub_types,counter_amount,life,market_price,inventory_price,updated_at,card_set_id
don_125,DON!! Card (Kyros) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Kyros_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,27.57,18.95,2026-06-15 13:44:17.15+00,
don_126,DON!! Card (Monkey.D.Luffy) (1st Anniversary DON!! Card Pack),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_MonkeyDLuffy_1st_Anniversary_DON_Card_Pack_-_One_Piece_Promo_aIaaW4f.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,13.31,13.54,2026-06-15 13:44:17.15+00,
don_127,DON!! Card (Teach) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Teach_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,86.67,120,2026-06-15 13:44:17.15+00,
don_128,DON!! Card (Yamato) (1st Anniversary DON!! Card Pack),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Yamato_1st_Anniversary_DON_Card_Pack_-_One_Piece_Promotion_C_ur0VePY.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,22.18,18.5,2026-06-15 13:44:17.15+00,
don_129,DON!! Card (Kalgara) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Kalgara_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,48.88,40,2026-06-15 13:44:17.15+00,
don_13,DON!! Card (Egghead) (Gold),The Azure Sea's Seven (OP14),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Egghead_Gold_-_The_Azure_Seas_Seven_OP14_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,11.36,11.5,2026-06-15 13:44:17.149+00,
don_130,DON!! Card (Nico Robin),Extra Booster: One Piece Heroines Edition (EB-03),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Nico_Robin_-_Extra_Booster_One_Piece_Heroines_Edition_EB-03_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,3.14,2,2026-06-15 13:44:17.15+00,
don_131,DON!! Card (Shanks) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Shanks_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,162.84,84.99,2026-06-15 13:44:17.15+00,
don_132,DON!! Card (Boa Hancock) (Gold),Extra Booster: One Piece Heroines Edition (EB-03),DON,,Your Turn +1000,,DON!!,DON!!,,,,,,,57.6,41,2026-06-15 13:44:17.151+00,
don_133,DON!! Card (Green),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Green_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,108.27,26,2026-06-15 13:44:17.151+00,
don_134,DON!! Card (Red),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Red_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,48.83,15,2026-06-15 13:44:17.151+00,
don_135,DON!! Card (Yellow),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Yellow_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,19.41,7,2026-06-15 13:44:17.151+00,
don_136,DON!! Card (Reiju) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Reiju_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,77.92,40,2026-06-15 13:44:17.151+00,
don_137,DON!! Card (Crocodile) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Crocodile_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,105.86,48.97,2026-06-15 13:44:17.151+00,
don_138,DON!! Card (Jinbe) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Jinbe_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,51.03,29.99,2026-06-15 13:44:17.151+00,
don_139,DON!! Card (Gecko Moria) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Gecko_Moria_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,72.8,48.99,2026-06-15 13:44:17.152+00,
don_14,DON!! Card (Sanji),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Sanji_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,0.75,0.38,2026-06-15 13:44:17.149+00,
don_140,DON!! Card (Usopp) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Usopp_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,85.38,44.99,2026-06-15 13:44:17.152+00,
don_141,DON!! Card (Ivankov) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Ivankov_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,40.57,20.99,2026-06-15 13:44:17.152+00,
don_142,DON!! Card (Nico Robin) (Gold),Extra Booster: One Piece Heroines Edition (EB-03),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Nico_Robin_Gold_-_Extra_Booster_One_Piece_Heroines_Edition_EB-03_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,65.82,59.99,2026-06-15 13:44:17.152+00,
don_143,DON!! Card (Bonney) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Bonney_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,108.16,49,2026-06-15 13:44:17.152+00,
don_144,DON!! Card (Tournament Pack Vol. 2) [Winner],One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Tournament_Pack_Vol_2_Winner_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,11.94,8,2026-06-15 13:44:17.152+00,
don_145,DON!! Card (Caesar Clown) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Caesar_Clown_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,36.1,24.95,2026-06-15 13:44:17.152+00,
don_146,DON!! Card (Orange),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Orange_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,105.58,28.99,2026-06-15 13:44:17.152+00,
don_147,DON!! Card (Hannyabal) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Hannyabal_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,35.57,21.95,2026-06-15 13:44:17.152+00,
don_148,DON!! Card (Big Mom) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Big_Mom_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,50.28,35,2026-06-15 13:44:17.152+00,
don_149,DON!! Card (Shirahoshi) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Shirahoshi_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,54.52,25,2026-06-15 13:44:17.152+00,
don_15,DON!! Card (Chopper),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Chopper_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,2.55,2.88,2026-06-15 13:44:17.149+00,
don_150,DON!! Card (Nami) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Nami_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,191.28,49.12,2026-06-15 13:44:17.152+00,
don_151,DON!! Card (Purple),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Purple_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,51.05,18.99,2026-06-15 13:44:17.152+00,
don_152,DON!! Card (Gear 4 Luffy) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Gear_4_Luffy_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,89.25,33.98,2026-06-15 13:44:17.152+00,
don_153,DON!! Card (Bronze),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Bronze_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,33.53,6.65,2026-06-15 13:44:17.152+00,
don_154,DON!! Card (Zoro) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Zoro_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,612.66,260,2026-06-15 13:44:17.152+00,
don_155,DON!! Card (King) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_King_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,37.48,23.98,2026-06-15 13:44:17.152+00,
don_156,DON!! Card (CS 2023 Celebration Pack),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_CS_2023_Celebration_Pack_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,37.76,55,2026-06-15 13:44:17.152+00,
don_157,DON!! Card (Pudding) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Pudding_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,82.4,34.99,2026-06-15 13:44:17.152+00,
don_158,DON!! Card (Ace) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Ace_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,216.46,91,2026-06-15 13:44:17.152+00,
don_159,DON!! Card (Teal),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Teal_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,59.83,9,2026-06-15 13:44:17.152+00,
don_16,DON!! Card (Bonney),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Bonney_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,1.49,0.6,2026-06-15 13:44:17.149+00,
don_160,DON!! Card (Chopper) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Chopper_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,126.49,59.99,2026-06-15 13:44:17.152+00,
don_161,DON!! Card (Blue),One Piece Promotion Cards (OP-PR),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Blue_-_One_Piece_Promotion_Cards_OP-PR_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,43.4,13,2026-06-15 13:44:17.152+00,
don_162,DON!! Card (Hody Jones) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Hody_Jones_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,46.19,21.98,2026-06-15 13:44:17.152+00,
don_163,DON!! Card (Vegapunk) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Vegapunk_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,46.1,29.99,2026-06-15 13:44:17.152+00,
don_164,DON!! Card (Rosinante) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Rosinante_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,97.41,48,2026-06-15 13:44:17.152+00,
don_165,DON!! Card (Perona) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Perona_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,181.91,195.99,2026-06-15 13:44:17.152+00,
don_166,DON!! Card (Iceberg) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Iceberg_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,47.52,25,2026-06-15 13:44:17.152+00,
don_167,DON!! Card (Whitebeard) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Whitebeard_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,68,41.95,2026-06-15 13:44:17.152+00,
don_168,DON!! Card (Katakuri) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Katakuri_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,88.27,44.98,2026-06-15 13:44:17.152+00,
don_169,DON!! Card (Rob Lucci) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,,Your Turn +1000,,DON!!,DON!!,,,,,,,35.33,17,2026-06-15 13:44:17.152+00,
don_17,DON!! Card (Jinbe),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Jinbe_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,1.5,0.97,2026-06-15 13:44:17.149+00,
don_170,DON!! Card (Foxy) (Gold),Premium Booster -The Best- Vol. 2 (PRB-02),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Foxy_Gold_-_Premium_Booster_-The_Best-_Vol_2_PRB-02_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,39.77,29.95,2026-06-15 13:44:17.152+00,
don_171,DON!! Card (Sakazuki) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Sakazuki_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,52.98,38.95,2026-06-15 13:44:17.152+00,
don_172,DON!! Card (Sabo) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Sabo_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,88.01,49,2026-06-15 13:44:17.152+00,
don_173,"DON!! Card (Eustass ""Captain"" Kid) (Gold)",Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Eustass_Captain_Kid_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,68.74,27.8,2026-06-15 13:44:17.152+00,
don_174,DON!! Card (Queen) (Gold),Premium Booster -The Best- (PRB-01),DON,https://optcgapi.com/media/static/Card_Images/DON_Card_Queen_Gold_-_Premium_Booster_-The_Best-_PRB-01_img.jpg,Your Turn +1000,,DON!!,DON!!,,,,,,,44.21,28,2026-06-15 13:44:17.152+00,
