deck_url,deck_name,placing,card_code,card_name,qty
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP15-074,Varie,4
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP15-075,El Thor,4
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP15-076,Lightning Beast Kiten,4
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP15-077,Lightning Dragon,4
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP15-078,Mamaragan,4
https://onepiece.limitlesstcg.com/decks/list/6377,Purple Enelby Kevin Zhao,6,OP05-077,Gamma Knife,3
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-058,Enel,1
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP12-071,Charlotte Pudding,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-061,Ohm,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-067,Shura,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP12-063,Vinsmoke Reiju,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP09-072,Franky,3
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,ST10-010,Trafalgar Law,1
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP10-067,Senor Pink,2
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-118,Enel,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-074,Varie,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-075,El Thor,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-076,Lightning Beast Kiten,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-077,Lightning Dragon,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP15-078,Mamaragan,4
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP13-076,Divine Departure,1
https://onepiece.limitlesstcg.com/decks/list/6374,Purple Enelby Shane Nam,7,OP05-077,Gamma Knife,3
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-098,Monkey.D.Luffy,1
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-108,Nami,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP05-106,Shura,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP11-106,Zeus,3
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-113,Roronoa Zoro,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,ST29-009,Nico Robin,3
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,EB03-056,Belo Betty,2
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-102,Gan.Fall,2
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-107,Tony Tony.Chopper,1
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP12-099,Kalgara,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-114,Wyper,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-119,Monkey.D.Luffy,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,EB04-058,Borsalino,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-109,Nico Robin,4
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,EB02-052,Enel,3
https://onepiece.limitlesstcg.com/decks/list/6388,Yellow Luffyby Nicholas Pao,8,OP15-116,Gum-Gum Golden Rifle,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-058,Enel,1
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP12-071,Charlotte Pudding,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-061,Ohm,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-067,Shura,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-066,Satori,1
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP12-063,Vinsmoke Reiju,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP09-072,Franky,2
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,ST10-010,Trafalgar Law,1
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP10-067,Senor Pink,3
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-118,Enel,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-075,El Thor,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-076,Lightning Beast Kiten,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-077,Lightning Dragon,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-078,Mamaragan,4
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP13-076,Divine Departure,2
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP15-074,Varie,2
https://onepiece.limitlesstcg.com/decks/list/6389,Purple Enelby Dr.RB,9,OP05-077,Gamma Knife,3
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-002,Lucy,1
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-040,Viola,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-052,Leo,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-053,Rebecca,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP05-015,Belo Betty,2
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-014,Bartolomeo,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-046,Sabo,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP09-118,Gol.D.Roger,1
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP05-019,Fire Fist,2
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-055,"Go Ahead and Use 'Em, Mr. Luffy!!!",4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-019,Barrier Bulls,3
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-021,"Just Watch Me, Ace!!!",4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-054,And No One Else Can Have It! It's Our Memento of Him,3
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP10-060,Barrier-Barrier Pistol,4
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-020,Fire Fist,3
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-056,Would You Let Me Eat the Flame-Flame Fruit?,2
https://onepiece.limitlesstcg.com/decks/list/6390,Red/Blue Lucyby Benjamin Gayraud,10,OP15-057,Dressrosa Kingdom,2
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-001,Jewelry Bonney,1
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-002,Jewelry Bonney,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,ST21-003,Sanji,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-053,Sentomaru,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,OP11-106,Zeus,3
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,OP12-112,Baby 5,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-052,Sanji,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB03-053,Nami,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-058,Borsalino,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,OP15-119,Monkey.D.Luffy,3
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-007,Roronoa Zoro,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,OP09-009,Benn.Beckman,2
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-061,Monkey.D.Luffy,3
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,OP09-118,Gol.D.Roger,1
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,ST29-015,Raw Heat Strike,4
https://onepiece.limitlesstcg.com/decks/list/6391,Red/Yellow Bonneyby AkemiTCG,11,EB04-008,Distorted Future,2
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP13-002,Portgas.D.Ace,1
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,ST22-002,Izo,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP13-016,Monkey.D.Garp,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP13-043,Otama,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,ST15-004,Thatch,1
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,PRB02-008,Marco,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP08-040,Atmos,2
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP08-044,Kingdew,2
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP13-054,Yamato,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP08-047,Jozu,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP07-051,Boa Hancock,3
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,ST23-001,Uta,3
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,EB04-007,Roronoa Zoro,3
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP13-042,Edward.Newgate,4
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP09-118,Gol.D.Roger,2
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,OP08-043,Edward.Newgate,1
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,EB04-008,Distorted Future,1
https://onepiece.limitlesstcg.com/decks/list/6392,Red/Blue Aceby You got a bye,12,ST22-015,I Am Whitebeard!!,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-058,Enel,1
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP12-071,Charlotte Pudding,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-061,Ohm,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-067,Shura,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-071,Holly,3
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP12-063,Vinsmoke Reiju,3
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP09-072,Franky,2
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,ST10-010,Trafalgar Law,1
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP10-067,Senor Pink,2
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-118,Enel,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-075,El Thor,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-076,Lightning Beast Kiten,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-077,Lightning Dragon,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-078,Mamaragan,4
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP13-076,Divine Departure,2
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP15-074,Varie,2
https://onepiece.limitlesstcg.com/decks/list/6393,Purple Enelby Quinton Brown,13,OP05-077,Gamma Knife,3
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP11-041,Nami,1
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP14-102,Kumacy,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,P-096,Girl,3
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP06-106,Kouzuki Hiyori,2
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP11-106,Zeus,2
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP15-047,Sanji,1
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP14-110,Dr. Hogback,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP14-111,Perona,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP06-104,Kikunojo,2
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP12-112,Baby 5,2
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,PRB02-008,Marco,2
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP15-113,Roronoa Zoro,1
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,EB03-053,Nami,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,EB04-058,Borsalino,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP15-119,Monkey.D.Luffy,1
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP14-108,Silvers Rayleigh,1
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,EB03-055,Nico Robin,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP14-104,Gecko Moria,4
https://onepiece.limitlesstcg.com/decks/list/6394,Blue/Yellow Namiby BigTeach,14,OP13-042,Edward.Newgate,4
